year,Temperature
-48310,-7.53
-48361,-7.5
-48411,-7.06
-48460,-7.05
-48508,-5.64
-48553,-7.17
-48601,-7.43
-48651,-8.11
-48702,-6.25
-48750,-7.02
-48798,-7.48
-48847,-6.59
-48896,-7.5
-48945,-7.37
-48995,-6.69
-49043,-6.71
-49090,-7.84
-49142,-7.38
-49192,-7.38
-49242,-7.22
-49292,-6.95
-49340,-7.02
-49389,-6.77
-49436,-7.21
-49485,-6.61
-49532,-6.42
-49578,-5.98
-49624,-7.41
-49672,-6.57
-49720,-7.35
-49768,-6.11
-49815,-6.64
-49861,-5.49
-49904,-6.81
-49951,-6.26
-49996,-5.97
-50039,-4.62
-50082,-6.36
-50124,-5.24
-50167,-6.23
-50212,-7.27
-50261,-6.32
-50308,-6.86
-50355,-6.32
-50401,-6.75
-50448,-6.07
-50493,-5.66
-50537,-7.04
-50584,-5.97
-50629,-6.35
-50674,-5.28
-50717,-6.72
-50763,-6.11
-50807,-4.61
-50849,-6.11
-50892,-6.18
-50937,-6.62
-50984,-6.82
-51032,-6.33
-51076,-4.25
-51117,-5.75
-51159,-6.18
-51203,-5.08
-51244,-5.41
-51286,-5.03
-51327,-5.18
-51368,-4.95
-51408,-4.92
-51449,-4.99
-51489,-5.29
-51532,-6.18
-51576,-6.3
-51621,-6.08
-51667,-7.19
-51715,-6.87
-51763,-6.66
-51810,-5.54
-51853,-6.25
-51898,-5.54
-51942,-6.52
-51987,-6.25
-52033,-6.67
-52080,-6.5
-52127,-6.98
-52174,-5.66
-52218,-5.96
-52263,-5.83
-52306,-5.42
-52350,-7.04
-52397,-6.9
-52445,-6.86
-52494,-7.4
-52544,-7.4
-52594,-6.79
-52643,-7.62
-52694,-7.9
-52746,-7.37
-52798,-7.39
-52847,-5.94
-52893,-6.6
-52939,-6.76
-52987,-6.14
-53032,-5.79
-53076,-6.93
-53124,-6.82
-53171,-6.04
-53218,-7.05
-53265,-6.85
-53313,-6.34
-53360,-6.59
-53408,-7.81
-53458,-6.79
-53507,-6.77
-53555,-6.81
-53603,-7.19
-53653,-7.37
-53703,-7.91
-53757,-8.33
-53811,-7.32
-53862,-7.35
-53913,-8.13
-53967,-8.38
-54021,-6.75
-54072,-8.67
-54126,-7.37
-54178,-7.29
-54227,-6.52
-54275,-6.88
-54325,-8.08
-54376,-6.63
-54425,-7.0
-54474,-7.1
-54523,-7.21
-54573,-6.64
-54620,-6.46
-54668,-7.61
-54718,-6.52
-54766,-7.18
-54816,-6.36
-54862,-6.13
-54907,-6.56
-54953,-5.32
-54998,-6.83
-55043,-6.25
-55090,-6.37
-55135,-5.72
-55179,-5.2
-55221,-5.99
-55265,-4.97
-55307,-5.7
-55350,-5.58
-55395,-7.79
-55444,-6.66
-55492,-5.97
-55537,-5.75
-55581,-6.43
-55628,-6.61
-55675,-5.83
-55719,-5.23
-55762,-6.95
-55810,-7.16
-55859,-6.82
-55907,-6.23
-55953,-6.2
-55998,-5.97
-56043,-6.1
-56088,-5.25
-56130,-6.57
-56176,-5.28
-56220,-5.98
-56262,-4.42
-56304,-6.03
-56346,-5.03
-56388,-4.92
-56429,-5.86
-56472,-5.66
-56516,-6.42
-56560,-4.83
-56602,-4.6
-56641,-5.19
-56683,-5.44
-56725,-5.64
-56767,-4.89
-56809,-5.93
-56853,-5.8
-56897,-6.08
-56942,-5.78
-56986,-5.9
-57030,-5.8
-57074,-5.71
-57117,-5.41
-57160,-5.36
-57202,-7.08
-57251,-4.53
-57291,-6.16
-57336,-6.26
-57382,-7.3
-57430,-6.1
-57475,-4.82
-57518,-6.28
-57563,-6.55
-57610,-6.19
-57655,-5.85
-57700,-7.15
-57749,-6.9
-57797,-5.32
-57841,-5.9
-57884,-5.92
-57929,-5.72
-57974,-7.27
-58022,-6.35
-58069,-6.78
-58117,-6.67
-58165,-7.25
-58215,-7.33
-58266,-6.92
-58315,-6.66
-58363,-7.48
-58414,-6.97
-58463,-6.25
-58509,-7.25
-58559,-6.73
-58607,-6.07
-58652,-5.79
-58698,-7.22
-58747,-6.91
-58796,-7.24
-58846,-7.52
-58897,-6.68
-58946,-6.45
-58993,-7.13
-59043,-7.77
-59094,-6.43
-59143,-7.13
-59192,-6.86
-59241,-7.09
-59291,-7.32
-59342,-7.39
-59392,-7.01
-59444,-8.11
-59497,-7.6
-59549,-6.96
-59599,-7.44
-59651,-7.77
-59703,-7.52
-59755,-7.26
-59807,-7.62
-59859,-7.77
-59912,-8.37
-59968,-8.22
-60024,-8.94
-60083,-8.17
-60139,-7.94
-60193,-8.05
-60248,-8.19
-60304,-8.6
-60361,-8.86
-60420,-8.57
-60477,-7.25
-60529,-8.91
-60588,-8.89
-60648,-8.85
-60707,-8.53
-60764,-8.24
-60821,-9.17
-60882,-9.47
-60944,-8.6
-61002,-8.41
-61062,-10.19
-61129,-9.27
-61191,-9.22
-61252,-9.41
-61315,-8.95
-61375,-9.3
-61437,-9.05
-61498,-8.83
-61557,-8.49
-61613,-6.68
-61665,-6.82
-61715,-8.34
-61769,-6.63
-61820,-8.87
-61878,-7.88
-61933,-7.86
-61987,-7.12
-62039,-7.45
-62092,-8.53
-62150,-9.08
-62209,-8.38
-62268,-8.78
-62327,-9.32
-62389,-8.71
-62448,-8.24
-62506,-8.82
-62566,-9.11
-62627,-8.4
-62685,-9.24
-62746,-8.3
-62805,-9.34
-62867,-9.01
-62928,-8.82
-62989,-8.89
-63048,-7.72
-63103,-7.72
-63160,-9.77
-63223,-8.36
-63282,-9.03
-63343,-8.67
-63403,-9.14
-63465,-9.42
-63528,-8.79
-63589,-9.56
-63652,-8.46
-63713,-9.0
-63774,-9.36
-63837,-9.59
-63902,-8.78
-63963,-9.29
-64026,-9.58
-64091,-9.48
-64156,-9.17
-64220,-9.81
-64286,-9.2
-64349,-9.11
-64411,-8.83
-64473,-9.04
-64534,-7.85
-64591,-9.71
-64655,-8.67
-64717,-8.46
-64776,-9.21
-64839,-9.23
-64902,-8.5
-64963,-9.01
-65025,-9.61
-65090,-8.82
-65153,-9.39
-65217,-9.26
-65281,-9.44
-65346,-8.86
-65408,-8.9
-65470,-9.4
-65534,-8.78
-65595,-7.81
-65653,-9.11
-65715,-9.12
-65779,-9.32
-65842,-7.12
-65897,-8.87
-65958,-8.6
-66018,-8.27
-66078,-9.06
-66141,-9.63
-66208,-9.51
-66274,-9.31
-66339,-7.79
-66395,-8.04
-66453,-7.92
-66510,-7.59
-66566,-8.15
-66623,-7.77
-66681,-8.6
-66741,-8.14
-66801,-9.42
-66865,-8.96
-66929,-8.92
-66992,-9.71
-67059,-8.85
-67124,-9.67
-67190,-8.75
-67253,-9.22
-67318,-8.99
-67382,-8.89
-67444,-7.26
-67500,-8.49
-67560,-8.8
-67622,-8.34
-67682,-6.91
-67735,-7.58
-67791,-7.27
-67846,-7.94
-67904,-8.07
-67962,-7.49
-68019,-7.69
-68075,-7.34
-68130,-7.72
-68187,-6.79
-68239,-6.66
-68291,-7.55
-68346,-6.28
-68397,-6.69
-68448,-6.61
-68499,-6.41
-68549,-5.2
-68595,-6.04
-68644,-5.61
-68690,-5.63
-68737,-5.05
-68782,-5.5
-68828,-5.53
-68875,-5.98
-68923,-5.41
-68972,-7.72
-69026,-7.27
-69080,-5.25
-69128,-7.09
-69180,-6.41
-69231,-6.21
-69281,-6.01
-69330,-6.04
-69380,-7.05
-69433,-7.19
-69488,-6.78
-69540,-6.88
-69593,-5.85
-69642,-6.71
-69694,-6.84
-69747,-6.65
-69800,-7.0
-69853,-6.9
-69906,-6.6
-69959,-7.09
-70013,-7.28
-70068,-6.94
-70124,-8.05
-70182,-7.05
-70237,-7.59
-70294,-7.3
-70350,-8.24
-70412,-8.89
-70476,-7.9
-70536,-8.14
-70596,-8.32
-70658,-8.19
-70718,-7.66
-70777,-7.6
-70835,-7.63
-70892,-7.42
-70949,-7.17
-71005,-7.66
-71061,-6.58
-71116,-6.89
-71169,-6.51
-71222,-6.45
-71275,-7.55
-71330,-6.16
-71382,-7.1
-71437,-6.45
-71489,-7.39
-71545,-5.53
-71594,-6.91
-71648,-6.23
-71699,-6.23
-71750,-6.11
-71801,-6.62
-71853,-6.04
-71904,-5.97
-71952,-4.21
-71997,-5.39
-72044,-5.52
-72091,-5.56
-72139,-4.83
-72185,-5.7
-72232,-4.51
-72277,-5.06
-72323,-5.86
-72371,-4.92
-72418,-5.15
-72464,-4.97
-72509,-4.47
-72552,-3.52
-72593,-4.64
-72637,-4.08
-72679,-4.44
-72723,-5.59
-72770,-5.29
-72818,-5.26
-72865,-5.72
-72913,-5.34
-72962,-6.11
-73011,-5.19
-73061,-6.67
-73112,-6.22
-73164,-5.86
-73214,-5.82
-73264,-5.98
-73315,-6.1
-73366,-5.99
-73417,-6.62
-73470,-6.67
-73524,-6.22
-73577,-6.96
-73631,-6.52
-73685,-7.41
-73743,-6.78
-73798,-7.6
-73857,-7.94
-73918,-7.43
-73976,-6.77
-74032,-6.99
-74087,-6.38
-74140,-6.31
-74193,-7.51
-74251,-6.91
-74308,-6.75
-74362,-6.1
-74415,-6.28
-74469,-8.09
-74527,-5.99
-74581,-6.98
-74636,-6.1
-74688,-6.38
-74742,-7.18
-74799,-6.95
-74855,-6.65
-74910,-6.89
-74965,-6.21
-75018,-6.06
-75070,-6.03
-75122,-6.12
-75175,-6.78
-75228,-5.16
-75278,-6.38
-75330,-5.77
-75381,-5.66
-75432,-6.31
-75485,-7.08
-75542,-6.43
-75596,-6.46
-75650,-7.04
-75707,-7.05
-75764,-6.81
-75820,-6.38
-75875,-6.69
-75930,-6.44
-75984,-6.6
-76039,-5.94
-76091,-6.2
-76144,-6.63
-76198,-5.69
-76250,-5.75
-76302,-7.4
-76359,-6.64
-76414,-5.25
-76464,-5.61
-76515,-6.12
-76567,-6.13
-76619,-5.34
-76669,-5.67
-76720,-5.45
-76769,-4.92
-76817,-5.1
-76866,-6.32
-76918,-5.41
-76968,-5.64
-77019,-5.67
-77071,-7.15
-77126,-5.02
-77177,-6.06
-77228,-5.13
-77278,-6.27
-77329,-4.44
-77376,-4.88
-77423,-4.76
-77471,-5.59
-77520,-4.96
-77570,-6.29
-77620,-4.71
-77670,-5.99
-77719,-4.26
-77766,-4.06
-77812,-5.57
-77860,-5.13
-77909,-5.44
-77959,-5.77
-78010,-5.45
-78060,-4.86
-78108,-4.92
-78156,-4.9
-78203,-3.8
-78248,-5.96
-78299,-4.62
-78346,-5.39
-78395,-4.37
-78441,-4.91
-78489,-5.26
-78539,-5.01
-78587,-5.04
-78635,-4.86
-78683,-4.38
-78729,-4.66
-78776,-5.14
-78823,-4.49
-78870,-4.69
-78918,-5.52
-78967,-4.74
-79016,-5.5
-79066,-5.28
-79115,-4.72
-79164,-5.49
-79214,-5.63
-79264,-5.05
-79313,-4.65
-79360,-3.91
-79405,-4.35
-79450,-5.26
-79499,-5.21
-79548,-4.37
-79595,-4.37
-79641,-4.37
-79686,-4.8
-79733,-2.65
-79774,-4.14
-79816,-3.38
-79860,-4.21
-79904,-4.07
-79949,-3.93
-79993,-5.03
-80041,-4.26
-80087,-4.59
-80133,-3.71
-80178,-4.74
-80223,-3.85
-80268,-3.91
-80311,-2.97
-80352,-3.12
-80393,-3.63
-80435,-2.96
-80476,-3.59
-80519,-3.87
-80561,-3.04
-80604,-4.4
-80648,-3.59
-80691,-2.01
-80729,-3.79
-80771,-3.58
-80813,-2.77
-80854,-3.48
-80896,-3.74
-80939,-3.73
-80982,-3.14
-81024,-3.95
-81066,-2.49
-81107,-3.52
-81148,-2.48
-81187,-2.65
-81226,-2.76
-81265,-2.83
-81305,-2.47
-81344,-2.3
-81382,-3.68
-81424,-3.41
-81467,-3.56
-81510,-4.04
-81553,-2.84
-81594,-4.09
-81639,-3.63
-81682,-3.37
-81724,-3.71
-81766,-2.56
-81806,-2.51
-81846,-4.69
-81892,-3.39
-81935,-3.93
-81978,-3.44
-82020,-2.41
-82061,-4.08
-82103,-3.36
-82147,-4.17
-82191,-3.28
-82234,-4.89
-82281,-3.81
-82326,-4.25
-82372,-4.45
-82417,-3.46
-82461,-3.58
-82504,-4.3
-82549,-3.84
-82593,-4.07
-82638,-3.59
-82681,-3.3
-82724,-3.88
-82768,-4.32
-82815,-5.0
-82862,-4.24
-82908,-3.25
-82952,-5.35
-83001,-4.62
-83049,-4.32
-83095,-4.64
-83143,-4.87
-83192,-4.26
-83237,-2.64
-83279,-4.84
-83325,-4.67
-83373,-4.49
-83421,-4.64
-83469,-5.23
-83517,-4.0
-83565,-5.05
-83613,-4.97
-83663,-4.99
-83711,-4.49
-83760,-4.76
-83808,-5.43
-83859,-5.33
-83910,-5.27
-83961,-5.25
-84011,-4.57
-84060,-4.77
-84108,-5.02
-84157,-4.39
-84206,-5.86
-84258,-5.23
-84309,-5.3
-84360,-5.33
-84411,-4.98
-84462,-5.81
-84515,-5.68
-84569,-5.99
-84623,-6.25
-84679,-6.32
-84735,-4.75
-84785,-6.09
-84840,-5.79
-84894,-6.07
-84948,-5.32
-85001,-6.53
-85057,-5.67
-85113,-6.61
-85170,-7.17
-85232,-7.6
-85296,-7.53
-85359,-6.57
-85418,-5.49
-85473,-6.65
-85530,-6.99
-85591,-6.46
-85649,-6.84
-85707,-5.57
-85764,-7.44
-85823,-5.85
-85880,-6.97
-85940,-6.52
-85998,-6.04
-86054,-5.8
-86108,-5.75
-86164,-6.59
-86221,-6.52
-86279,-5.94
-86335,-6.88
-86395,-5.81
-86451,-6.42
-86509,-7.01
-86568,-5.69
-86624,-6.15
-86680,-6.27
-86737,-5.69
-86791,-5.26
-86844,-5.61
-86897,-5.1
-86949,-5.53
-87002,-5.1
-87055,-6.44
-87111,-6.29
-87168,-5.64
-87224,-6.09
-87280,-6.16
-87336,-4.67
-87386,-4.89
-87436,-5.12
-87488,-4.84
-87538,-5.05
-87589,-5.25
-87642,-6.23
-87699,-6.11
-87755,-4.76
-87806,-5.17
-87858,-5.22
-87910,-5.52
-87963,-4.7
-88013,-3.89
-88061,-5.01
-88111,-5.39
-88164,-5.46
-88218,-5.4
-88271,-5.46
-88323,-3.98
-88374,-6.37
-88429,-5.86
-88485,-5.32
-88538,-4.91
-88589,-6.77
-88650,-6.59
-88710,-6.38
-88768,-6.21
-88826,-5.92
-88883,-5.64
-88937,-4.88
-88988,-5.16
-89041,-5.67
-89096,-5.71
-89151,-5.16
-89205,-6.6
-89263,-5.76
-89320,-6.34
-89378,-5.87
-89434,-5.82
-89490,-6.73
-89549,-4.22
-89600,-4.95
-89651,-5.59
-89706,-6.04
-89763,-6.19
-89820,-5.27
-89875,-5.68
-89930,-5.61
-89985,-4.9
-90036,-5.3
-90090,-5.35
-90144,-5.33
-90198,-5.76
-90253,-5.85
-90310,-5.63
-90365,-5.27
-90417,-4.13
-90468,-5.19
-90520,-5.63
-90574,-4.87
-90627,-5.09
-90679,-4.21
-90729,-5.9
-90784,-4.69
-90835,-4.91
-90887,-4.88
-90939,-4.8
-90990,-5.37
-91045,-6.05
-91101,-4.6
-91153,-5.32
-91206,-5.16
-91260,-5.59
-91314,-4.38
-91365,-4.23
-91414,-4.57
-91464,-4.47
-91514,-4.78
-91567,-5.92
-91622,-5.05
-91675,-4.88
-91726,-3.53
-91775,-5.54
-91827,-4.73
-91879,-4.44
-91929,-4.78
-91981,-4.85
-92033,-4.67
-92084,-4.34
-92133,-4.39
-92183,-4.14
-92232,-4.22
-92281,-5.61
-92336,-3.99
-92385,-4.6
-92435,-5.41
-92490,-4.24
-92539,-4.93
-92592,-4.95
-92644,-5.05
-92698,-6.12
-92755,-4.68
-92807,-3.94
-92854,-2.73
-92898,-3.02
-92942,-4.17
-92991,-3.41
-93036,-3.63
-93083,-4.42
-93133,-4.14
-93182,-4.11
-93231,-4.82
-93283,-5.38
-93338,-4.94
-93391,-5.03
-93444,-5.33
-93498,-4.98
-93552,-4.92
-93605,-5.36
-93658,-4.54
-93711,-5.02
-93764,-5.26
-93817,-4.22
-93868,-4.96
-93921,-5.3
-93973,-3.23
-94022,-4.78
-94073,-5.86
-94129,-4.14
-94180,-4.8
-94231,-4.32
-94281,-3.73
-94329,-4.6
-94381,-5.23
-94435,-4.87
-94488,-3.69
-94535,-5.84
-94593,-5.15
-94647,-4.73
-94698,-3.82
-94748,-5.46
-94802,-4.29
-94854,-4.8
-94905,-4.24
-94956,-4.72
-95008,-4.7
-95061,-5.71
-95114,-3.56
-95165,-5.11
-95217,-4.22
-95268,-4.32
-95318,-4.22
-95368,-4.37
-95418,-4.17
-95469,-5.05
-95522,-4.83
-95574,-3.84
-95625,-5.46
-95679,-4.73
-95732,-4.86
-95785,-3.41
-95832,-4.2
-95882,-4.8
-95935,-5.13
-95989,-5.03
-96043,-4.78
-96095,-3.82
-96145,-4.46
-96195,-4.16
-96246,-5.44
-96300,-3.68
-96351,-5.35
-96405,-4.63
-96458,-4.59
-96509,-3.73
-96559,-4.64
-96609,-3.68
-96659,-4.82
-96712,-5.33
-96767,-5.15
-96822,-4.54
-96875,-5.3
-96929,-4.47
-96982,-5.66
-97039,-4.32
-97090,-4.7
-97143,-4.67
-97197,-5.87
-97255,-5.59
-97312,-5.16
-97367,-4.71
-97422,-5.28
-97477,-5.06
-97531,-4.7
-97585,-4.2
-97635,-5.21
-97691,-4.2
-97742,-4.17
-97792,-4.58
-97845,-4.53
-97898,-5.61
-97953,-4.3
-98007,-5.03
-98060,-4.32
-98112,-4.07
-98163,-4.88
-98216,-4.33
-98267,-3.89
-98318,-4.75
-98370,-4.48
-98423,-4.76
-98476,-3.79
-98526,-4.67
-98578,-4.02
-98629,-5.0
-98684,-4.57
-98737,-4.45
-98789,-4.3
-98840,-4.29
-98892,-3.92
-98942,-5.13
-98997,-4.92
-99052,-5.16
-99108,-4.9
-99162,-4.24
-99214,-4.37
-99266,-3.79
-99315,-3.54
-99364,-4.04
-99413,-2.79
-99460,-3.45
-99508,-4.51
-99559,-3.88
-99610,-4.84
-99663,-4.47
-99717,-4.69
-99770,-4.09
-99822,-4.64
-99875,-4.34
-99927,-4.34
-99979,-4.26
-100032,-5.02
-100087,-4.59
-100141,-4.41
-100193,-4.24
-100246,-4.9
-100302,-6.18
-100361,-4.74
-100417,-4.84
-100473,-5.13
-100529,-4.87
-100584,-4.77
-100639,-5.45
-100697,-4.32
-100751,-5.51
-100809,-5.58
-100868,-5.54
-100927,-5.24
-100985,-4.8
-101041,-5.95
-101102,-5.74
-101163,-6.22
-101225,-5.29
-101284,-6.97
-101351,-6.74
-101418,-6.26
-101482,-7.35
-101552,-6.98
-101620,-6.45
-101686,-7.29
-101755,-5.83
-101819,-6.89
-101886,-5.69
-101947,-6.25
-102010,-5.72
-102072,-5.67
-102133,-6.78
-102200,-6.16
-102262,-4.57
-102320,-5.64
-102380,-5.94
-102442,-5.48
-102502,-5.47
-102562,-5.29
-102621,-5.75
-102682,-5.25
-102741,-4.59
-102797,-4.9
-102854,-4.88
-102911,-4.64
-102967,-5.15
-103025,-4.98
-103082,-4.02
-103135,-4.85
-103193,-5.49
-103253,-5.6
-103313,-4.87
-103371,-4.79
-103429,-5.18
-103487,-4.89
-103545,-4.64
-103601,-4.75
-103658,-4.9
-103716,-5.16
-103775,-5.26
-103834,-5.13
-103893,-5.27
-103952,-3.54
-104005,-4.48
-104060,-4.82
-104116,-4.11
-104172,-4.51
-104227,-4.6
-104283,-3.94
-104337,-3.94
-104390,-4.16
-104444,-3.68
-104496,-3.94
-104549,-3.33
-104600,-3.59
-104651,-3.01
-104701,-3.72
-104753,-4.15
-104808,-5.17
-104867,-4.83
-104926,-4.63
-104983,-4.03
-105037,-4.82
-105095,-4.29
-105152,-5.0
-105211,-5.32
-105272,-5.06
-105333,-4.87
-105392,-5.83
-105456,-5.03
-105517,-5.52
-105579,-4.91
-105639,-5.58
-105703,-5.63
-105767,-5.54
-105831,-6.25
-105898,-6.23
-105967,-6.39
-106035,-6.46
-106105,-6.38
-106174,-6.52
-106245,-6.81
-106317,-6.89
-106390,-7.51
-106466,-6.36
-106537,-6.97
-106610,-6.53
-106682,-6.88
-106755,-6.36
-106826,-7.19
-106900,-6.43
-106972,-6.46
-107043,-7.74
-107121,-6.31
-107193,-5.81
-107260,-6.25
-107330,-6.08
-107398,-5.39
-107466,-7.04
-107539,-5.81
-107607,-5.62
-107673,-5.58
-107740,-5.61
-107806,-5.41
-107871,-5.01
-107935,-6.62
-108007,-5.67
-108074,-4.25
-108134,-5.35
-108201,-6.42
-108271,-5.62
-108340,-5.58
-108406,-4.47
-108468,-5.12
-108532,-5.27
-108597,-5.26
-108663,-5.57
-108731,-5.41
-108797,-4.78
-108861,-5.29
-108926,-4.8
-108990,-4.93
-109054,-5.45
-109121,-5.0
-109186,-4.96
-109250,-4.12
-109312,-5.73
-109380,-5.77
-109449,-4.69
-109514,-5.41
-109581,-5.19
-109647,-4.44
-109711,-5.43
-109778,-5.47
-109847,-5.25
-109914,-5.18
-109981,-4.83
-110047,-5.38
-110115,-5.62
-110185,-4.48
-110248,-4.6
-110313,-5.14
-110380,-5.63
-110449,-4.6
-110514,-4.15
-110576,-5.07
-110642,-4.02
-110703,-3.82
-110764,-4.36
-110827,-4.77
-110892,-4.64
-110957,-4.49
-111021,-4.09
-111083,-4.1
-111146,-5.08
-111211,-3.21
-111271,-3.64
-111331,-3.98
-111392,-3.53
-111452,-4.35
-111516,-4.62
-111581,-3.73
-111642,-3.42
-111702,-4.69
-111765,-3.26
-111825,-3.06
-111882,-2.82
-111938,-3.18
-111996,-3.03
-112053,-2.83
-112110,-2.87
-112165,-2.01
-112219,-3.14
-112276,-2.96
-112333,-3.08
-112391,-2.55
-112447,-2.02
-112502,-3.09
-112559,-3.31
-112618,-3.27
-112677,-2.69
-112734,-2.42
-112790,-1.63
-112841,-1.84
-112893,-2.49
-112949,-2.85
-113005,-2.17
-113060,-2.45
-113113,-0.96
-113165,-2.16
-113218,-1.92
-113272,-2.18
-113325,-1.21
-113377,-2.6
-113432,-2.12
-113486,-2.36
-113541,-2.23
-113596,-2.07
-113649,-1.62
-113701,-2.28
-113756,-2.6
-113812,-1.63
-113865,-1.42
-113917,-2.61
-113972,-1.71
-114025,-1.63
-114078,-2.56
-114134,-1.42
-114186,-1.73
-114239,-3.03
-114297,-1.55
-114350,-0.81
-114399,-1.21
-114449,-1.01
-114499,-1.24
-114549,-1.02
-114600,-1.6
-114652,-1.48
-114704,-1.19
-114754,-0.56
-114803,-1.32
-114854,-1.71
-114905,-0.3
-114954,-0.79
-115002,-0.43
-115051,-0.99
-115101,-1.56
-115151,0.04
-115199,-0.56
-115246,-0.5
-115294,-0.56
-115342,-0.32
-115390,0.34
-115434,-0.7
-115483,-0.76
-115532,-0.2
-115579,-0.39
-115627,-0.37
-115674,0.39
-115719,-0.5
-115767,-0.51
-115814,0.4
-115860,-0.41
-115907,0.09
-115954,-0.87
-116003,-0.65
-116050,1.38
-116093,0.73
-116136,1.14
-116178,0.05
-116225,-0.9
-116273,0.22
-116320,-0.32
-116368,-0.7
-116416,0.43
-116462,0.5
-116506,0.7
-116551,-0.49
-116598,0.16
-116645,-0.09
-116692,-0.35
-116740,-0.07
-116787,0.75
-116831,-0.19
-116878,0.29
-116924,0.41
-116968,1.33
-117012,0.16
-117055,1.6
-117097,0.56
-117141,0.61
-117186,0.32
-117231,0.19
-117277,0.72
-117322,0.28
-117367,0.3
-117412,0.87
-117457,-0.33
-117504,0.12
-117550,1.29
-117593,0.67
-117637,1.37
-117680,0.28
-117724,0.89
-117768,1.25
-117809,2.11
-117850,0.76
-117893,0.66
-117938,1.13
-117981,0.47
-118026,0.11
-118072,0.84
-118116,1.13
-118160,0.59
-118203,1.98
-118244,0.59
-118289,1.9
-118329,1.54
-118370,1.25
-118412,1.47
-118454,0.79
-118497,1.14
-118540,1.38
-118582,0.99
-118626,0.71
-118670,0.96
-118713,1.28
-118756,1.02
-118799,1.12
-118842,1.85
-118883,1.31
-118925,1.59
-118966,1.42
-119008,1.58
-119049,1.87
-119089,2.5
-119128,1.15
-119170,1.08
-119212,2.49
-119252,1.22
-119294,1.39
-119336,1.38
-119378,1.55
-119420,1.37
-119462,1.55
-119502,2.33
-119542,1.87
-119582,2.88
-119620,1.68
-119660,0.98
-119702,2.23
-119742,2.36
-119781,1.67
-119822,1.52
-119864,1.69
-119904,2.14
-119945,1.46
-119986,0.47
-120032,1.24
-120075,1.5
-120117,1.09
-120160,1.71
-120202,1.23
-120244,1.8
-120287,2.06
-120326,2.31
-120366,1.72
-120405,2.71
-120444,2.18
-120485,1.28
-120527,1.66
-120569,1.99
-120609,1.73
-120650,1.78
-120691,2.06
-120731,2.21
-120770,2.06
-120810,1.65
-120851,2.53
-120889,2.71
-120927,2.34
-120967,1.07
-121008,2.44
-121048,2.09
-121088,2.14
-121127,1.65
-121168,2.32
-121209,0.52
-121252,2.45
-121292,2.37
-121331,1.74
-121372,1.29
-121413,2.55
-121454,1.09
-121496,2.2
-121536,1.48
-121577,3.01
-121616,1.48
-121657,1.3
-121698,2.39
-121738,2.73
-121776,2.3
-121814,2.32
-121854,1.52
-121895,3.12
-121932,2.31
-121971,2.04
-122010,2.47
-122050,1.62
-122091,0.83
-122135,2.51
-122174,2.46
-122212,2.33
-122250,3.77
-122285,2.5
-122323,2.96
-122359,3.66
-122395,1.93
-122434,2.48
-122473,2.11
-122512,2.92
-122551,1.39
-122592,1.54
-122634,0.84
-122678,1.85
-122719,2.13
-122760,0.87
-122804,0.6
-122849,1.71
-122891,2.1
-122930,2.73
-122969,1.57
-123009,2.23
-123050,1.11
-123093,0.81
-123138,2.05
-123179,0.92
-123222,1.27
-123264,2.01
-123306,1.74
-123347,1.44
-123389,0.96
-123433,1.9
-123474,1.68
-123515,2.03
-123555,1.99
-123595,1.14
-123638,1.27
-123681,1.33
-123724,1.5
-123767,1.08
-123809,1.62
-123853,0.59
-123898,0.21
-123944,2.09
-123985,1.39
-124027,1.08
-124071,1.11
-124113,2.28
-124155,0.79
-124198,2.14
-124238,0.84
-124283,0.91
-124326,2.06
-124367,2.06
-124409,0.43
-124453,1.11
-124498,0.33
-124544,0.49
-124590,1.33
-124633,1.16
-124676,1.77
-124717,1.91
-124758,1.5
-124799,2.39
-124838,2.6
-124876,2.14
-124915,2.29
-124953,3.21
-124990,2.53
-125027,3.18
-125065,2.14
-125102,2.79
-125140,3.2
-125176,2.65
-125214,1.9
-125253,2.16
-125292,2.25
-125331,2.61
-125368,2.86
-125407,1.66
-125446,1.89
-125487,2.08
-125525,2.98
-125562,3.33
-125598,2.44
-125635,2.77
-125672,2.95
-125709,2.04
-125747,2.95
-125784,3.59
-125823,3.25
-125860,2.81
-125895,4.4
-125928,3.36
-125962,3.93
-125996,4.32
-126029,4.43
-126062,3.36
-126096,3.97
-126129,3.2
-126162,3.47
-126196,3.26
-126231,4.38
-126265,2.56
-126299,4.79
-126334,4.0
-126367,2.9
-126398,4.08
-126430,3.46
-126461,4.79
-126492,4.71
-126524,4.06
-126555,4.86
-126587,3.84
-126617,3.1
-126648,3.66
-126680,4.84
-126712,5.46
-126743,3.96
-126776,3.34
-126808,4.3
-126841,4.59
-126872,4.51
-126904,3.16
-126939,3.79
-126971,3.88
-127005,2.35
-127040,3.52
-127074,3.66
-127107,4.61
-127140,3.38
-127174,3.12
-127208,4.09
-127241,3.8
-127273,3.77
-127305,4.56
-127336,2.65
-127372,2.98
-127408,2.88
-127443,4.35
-127475,3.44
-127508,3.06
-127542,3.77
-127575,3.26
-127609,3.32
-127643,3.46
-127677,3.37
-127711,3.08
-127746,1.93
-127784,2.42
-127819,3.7
-127854,3.31
-127887,2.92
-127922,3.08
-127957,3.35
-127991,2.31
-128027,2.72
-128063,2.91
-128098,3.39
-128133,1.57
-128171,2.12
-128208,2.82
-128243,2.19
