year,Temperature
-759072,-7.33
-759742,-6.72
-760437,-5.78
-761133,-5.16
-761811,-4.72
-762449,-4.76
-763066,-5.1
-763678,-5.56
-764288,-6.22
-764930,-6.4
-765608,-6.0
-766349,-5.33
-767122,-4.54
-767881,-3.84
-768609,-3.8
-769299,-3.93
-769957,-4.32
-770603,-4.52
-771289,-4.13
-772007,-3.82
-772753,-3.47
-773492,-2.96
-774209,-2.69
-774911,-2.7
-775586,-2.67
-776251,-2.34
-776923,-2.17
-777599,-2.13
-778259,-2.17
-778913,-2.37
-779569,-2.28
-780230,-1.84
-780906,-2.04
-781578,-1.7
-782223,-1.71
-782880,-1.15
-783520,-1.05
-784155,-1.04
-784756,-0.63
-785348,-0.54
-785935,-1.75
-786492,-2.37
-787069,-2.59
-787685,-3.09
-788332,-3.7
-788987,-4.27
-789668,-5.05
-790381,-5.61
-791129,-5.91
-791926,-6.51
-792758,-7.33
-793606,-8.23
-794499,-8.53
-795458,-8.73
-796493,-8.54
-797551,-8.88
-798639,-8.92
-799712,-8.82
