year,CO2 (ppmv),Temperature,Mean CH4,unc
-130258,,,461.0,
-130226,,-1.66,,
-130173,,-1.52,,
-130115,,-2.6,,
-130058,,-2.85,,
-130026,232.28,,,
-130004,,-1.38,,
-129956,,,456.0,
-129951,,-1.78,,
-129897,,-1.76,,
-129844,,-1.52,,
-129792,,-1.59,,
-129741,,-1.09,,
-129691,,-1.13,,
-129674,,,479.0,
-129642,,-0.69,,
-129591,,-1.17,,
-129538,,-1.67,,
-129492,,-0.12,,
-129446,,-0.23,,
-129402,,0.75,,
-129401,,,494.0,
-129372,241.13,,,
-129358,,0.07,,
-129313,,0.49,,
-129268,,0.4,,
-129222,,-0.32,,
-129178,,0.35,,
-129163,,,493.0,
-129135,,0.77,,
-129091,,0.4,,
-129047,,0.46,,
-129004,,0.63,,
-128959,,0.42,,
-128925,,,487.0,
-128915,,-0.18,,
-128872,,0.9,,
-128868,250.84,,,
-128829,,0.81,,
-128788,,1.0,,
-128746,,1.04,,
-128704,,0.89,,
-128690,,,518.0,
-128664,,1.34,,
-128625,,1.55,,
-128586,,2.15,,
-128545,,1.14,,
-128505,,0.77,,
-128467,,3.25,,
-128459,,,521.0,
-128430,,1.64,,
-128423,251.84,,,
-128390,,1.67,,
-128355,,2.75,,
-128318,,2.61,,
-128283,,,499.0,
-128281,,1.91,,
-128243,,2.19,,
-128208,,2.82,,
-128171,,2.12,,
-128133,,1.57,,
-128098,,3.39,,
-128063,,2.91,,
-128061,,,512.0,
-128027,,2.72,,
-127991,,2.31,,
-127957,,3.35,,
-127922,,3.08,,
-127887,,2.92,,
-127856,,,515.0,
-127854,,3.31,,
-127819,,3.7,,
-127784,,2.42,,
-127746,,1.93,,
-127711,,3.08,,
-127705,260.61,,,
-127679,,,531.0,
-127677,,3.37,,
-127643,,3.46,,
-127609,,3.32,,
-127575,,3.26,,
-127542,,3.77,,
-127508,,3.06,,
-127495,,,551.0,
-127475,,3.44,,
-127443,,4.35,,
-127408,,2.88,,
-127372,,2.98,,
-127336,,2.65,,
-127324,,,552.0,
-127305,,4.56,,
-127273,,3.77,,
-127241,,3.8,,
-127208,,4.09,,
-127174,,3.12,,
-127147,,,537.0,
-127140,,3.38,,
-127128,268.44,,,
-127107,,4.61,,
-127074,,3.66,,
-127040,,3.52,,
-127005,,2.35,,
-126971,,3.88,,
-126971,,,535.0,
-126939,,3.79,,
-126928,271.08,,,
-126904,,3.16,,
-126872,,4.51,,
-126841,,4.59,,
-126808,,4.3,,
-126800,,,644.0,
-126776,,3.34,,
-126743,,3.96,,
-126712,,5.46,,
-126680,,4.84,,
-126648,,3.66,,
-126635,,,726.0,
-126617,,3.1,,
-126587,,3.84,,
-126555,,4.86,,
-126524,,4.06,,
-126516,285.76,,,
-126492,,4.71,,
-126473,,,722.0,
-126461,,4.79,,
-126430,,3.46,,
-126398,,4.08,,
-126367,,2.9,,
-126334,,4.0,,
-126320,,,704.0,
-126299,,4.79,,
-126265,,2.56,,
-126231,,4.38,,
-126222,280.72,,,
-126196,,3.26,,
-126162,,3.47,,
-126158,,,715.0,
-126129,,3.2,,
-126096,,3.97,,
-126074,276.03,,,
-126062,,3.36,,
-126029,,4.43,,
-125996,,4.32,,
-125983,,,706.0,
-125962,,3.93,,
-125928,,3.36,,
-125895,,4.4,,
-125860,,2.81,,
-125824,,,692.0,
-125823,,3.25,,
-125784,,3.59,,
-125747,,2.95,,
-125709,,2.04,,
-125687,,,679.0,
-125672,,2.95,,
-125646,,,681.0,
-125635,,2.77,,
-125598,,2.44,,
-125562,,3.33,,
-125553,276.88,,,
-125525,,2.98,,
-125487,,2.08,,
-125471,,,677.0,
-125446,,1.89,,
-125407,,1.66,,
-125368,,2.86,,
-125363,275.78,,,
-125331,,2.61,,
-125292,,2.25,,
-125278,,,670.0,
-125253,,2.16,,
-125214,,1.9,,
-125176,,2.65,,
-125140,,3.2,,
-125102,,2.79,,
-125080,,,646.0,
-125065,,2.14,,
-125027,,3.18,,
-125012,274.93,,,
-124990,,2.53,,
-124953,,3.21,,
-124915,,2.29,,
-124906,,,650.0,
-124876,,2.14,,
-124838,,2.6,,
-124799,,2.39,,
-124758,,1.5,,
-124749,273.02,,,
-124729,,,651.0,
-124717,,1.91,,
-124676,,1.77,,
-124633,,1.16,,
-124590,,1.33,,
-124544,,0.49,,
-124537,,,640.0,
-124498,,0.33,,
-124453,,1.11,,
-124409,,0.43,,
-124367,,2.06,,
-124326,,2.06,,
-124322,,,660.0,
-124283,,0.91,,
-124238,,0.84,,
-124198,,2.14,,
-124155,,0.79,,
-124113,,2.28,,
-124109,,,650.0,
-124071,,1.11,,
-124063,275.15,,,
-124027,,1.08,,
-123985,,1.39,,
-123944,,2.09,,
-123915,,,658.0,
-123898,,0.21,,
-123853,,0.59,,
-123809,,1.62,,
-123767,,1.08,,
-123724,,1.5,,
-123684,,,656.0,
-123681,,1.33,,
-123638,,1.27,,
-123595,,1.14,,
-123555,,1.99,,
-123515,,2.03,,
-123486,,,647.0,
-123474,,1.68,,
-123433,,1.9,,
-123389,,0.96,,
-123347,,1.44,,
-123342,276.81,,,
-123306,,1.74,,
-123275,,,642.0,
-123264,,2.01,,
-123222,,1.27,,
-123179,,0.92,,
-123138,,2.05,,
-123093,,0.81,,
-123071,,,642.0,
-123050,,1.11,,
-123009,,2.23,,
-122969,,1.57,,
-122930,,2.73,,
-122891,,2.1,,
-122872,,,627.0,
-122867,275.52,,,
-122849,,1.71,,
-122804,,0.6,,
-122760,,0.87,,
-122719,,2.13,,
-122704,,,632.0,
-122678,,1.85,,
-122634,,0.84,,
-122592,,1.54,,
-122551,,1.39,,
-122512,,2.92,,
-122473,,2.11,,
-122454,281.54,,,
-122440,,,622.0,
-122434,,2.48,,
-122395,,1.93,,
-122359,,3.66,,
-122323,,2.96,,
-122285,,2.5,,
-122250,,3.77,,
-122243,,,621.0,
-122212,,2.33,,
-122174,,2.46,,
-122135,,2.51,,
-122091,,0.83,,
-122050,,1.62,,
-122048,,,614.0,
-122010,,2.47,,
-122009,275.87,,,
-121971,,2.04,,
-121932,,2.31,,
-121895,,3.12,,
-121854,,1.52,,
-121850,,,611.0,
-121814,,2.32,,
-121776,,2.3,,
-121738,,2.73,,
-121698,,2.39,,
-121680,274.6,,,
-121657,,1.3,,
-121639,,,616.0,
-121616,,1.48,,
-121577,,3.01,,
-121536,,1.48,,
-121496,,2.2,,
-121454,,1.09,,
-121438,,,615.0,
-121413,,2.55,,
-121372,,1.29,,
-121331,,1.74,,
-121292,,2.37,,
-121252,,2.45,,
-121232,,,608.0,
-121209,,0.52,,
-121168,,2.32,,
-121127,,1.65,,
-121088,,2.14,,
-121063,279.16,,,
-121053,,,607.0,
-121048,,2.09,,
-121008,,2.44,,
-120967,,1.07,,
-120927,,2.34,,
-120889,,2.71,,
-120851,,2.53,,
-120817,,,607.0,
-120810,,1.65,,
-120770,,2.06,,
-120731,,2.21,,
-120691,,2.06,,
-120650,,1.78,,
-120609,,1.73,,
-120605,,,599.0,
-120569,,1.99,,
-120527,,1.66,,
-120485,,1.28,,
-120444,,2.18,,
-120407,,,608.0,
-120405,,2.71,,
-120366,,1.72,,
-120342,279.0,,,
-120326,,2.31,,
-120287,,2.06,,
-120244,,1.8,,
-120211,,,607.0,
-120202,,1.23,,
-120160,,1.71,,
-120150,278.25,,,
-120117,,1.09,,
-120075,,1.5,,
-120032,,1.24,,
-119997,,,609.0,
-119986,,0.47,,
-119945,,1.46,,
-119904,,2.14,,
-119891,276.61,,,
-119864,,1.69,,
-119822,,1.52,,
-119792,,,603.0,
-119781,,1.67,,
-119742,,2.36,,
-119702,,2.23,,
-119660,,0.98,,
-119620,,1.68,,
-119586,,,610.0,
-119582,,2.88,,
-119542,,1.87,,
-119502,,2.33,,
-119476,279.48,,,
-119462,,1.55,,
-119420,,1.37,,
-119384,,,613.0,
-119378,,1.55,,
-119336,,1.38,,
-119294,,1.39,,
-119252,,1.22,,
-119212,,2.49,,
-119173,,,601.0,
-119170,,1.08,,
-119128,,1.15,,
-119089,,2.5,,
-119049,,1.87,,
-119008,,1.58,,
-118966,,1.42,,
-118965,,,598.0,
-118925,,1.59,,
-118883,,1.31,,
-118842,,1.85,,
-118799,,1.12,,
-118763,,,613.0,
-118756,,1.02,,
-118713,,1.28,,
-118670,,0.96,,
-118626,,0.71,,
-118592,276.82,,,
-118582,,0.99,,
-118547,,,591.0,
-118540,,1.38,,
-118497,,1.14,,
-118454,,0.79,,
-118412,,1.47,,
-118370,,1.25,,
-118329,,1.54,,
-118323,,,568.0,
-118289,,1.9,,
-118244,,0.59,,
-118203,,1.98,,
-118194,268.73,,,
-118160,,0.59,,
-118120,,,576.0,
-118116,,1.13,,
-118072,,0.84,,
-118026,,0.11,,
-117981,,0.47,,
-117938,,1.13,,
-117893,,0.66,,
-117892,,,566.0,
-117850,,0.76,,
-117809,,2.11,,
-117768,,1.25,,
-117765,274.59,,,
-117724,,0.89,,
-117680,,0.28,,
-117679,,,571.0,
-117637,,1.37,,
-117593,,0.67,,
-117550,,1.29,,
-117504,,0.12,,
-117462,,,567.0,
-117457,,-0.33,,
-117412,,0.87,,
-117367,,0.3,,
-117322,,0.28,,
-117292,267.74,,,
-117290,,,591.0,
-117277,,0.72,,
-117231,,0.19,,
-117186,,0.32,,
-117141,,0.61,,
-117097,,0.56,,
-117055,,1.6,,
-117013,,,579.0,
-117012,,0.16,,
-116968,,1.33,,
-116924,,0.41,,
-116878,,0.29,,
-116831,,-0.19,,
-116794,,,578.0,
-116787,,0.75,,
-116740,,-0.07,,
-116708,277.72,,,
-116692,,-0.35,,
-116645,,-0.09,,
-116598,,0.16,,
-116559,,,565.0,
-116551,,-0.49,,
-116506,,0.7,,
-116462,,0.5,,
-116416,,0.43,,
-116368,,-0.7,,
-116320,,-0.32,,
-116319,,,579.0,
-116273,,0.22,,
-116225,,-0.9,,
-116178,,0.05,,
-116136,,1.14,,
-116093,,0.73,,
-116086,,,545.0,
-116050,,1.38,,
-116003,,-0.65,,
-115954,,-0.87,,
-115907,,0.09,,
-115866,,,548.0,
-115860,,-0.41,,
-115814,,0.4,,
-115767,,-0.51,,
-115719,,-0.5,,
-115674,,0.39,,
-115669,274.98,,,
-115627,,-0.37,,
-115579,,-0.39,,
-115532,,-0.2,,
-115483,,-0.76,,
-115434,,-0.7,,
-115390,,,546.0,
-115390,,0.34,,
-115342,,-0.32,,
-115294,,-0.56,,
-115246,,-0.5,,
-115235,274.03,,,
-115199,,-0.56,,
-115151,,0.04,,
-115145,,,533.0,
-115101,,-1.56,,
-115051,,-0.99,,
-115002,,-0.43,,
-114954,,-0.79,,
-114905,,-0.3,,
-114892,,,544.0,
-114854,,-1.71,,
-114803,,-1.32,,
-114754,,-0.56,,
-114704,,-1.19,,
-114652,,-1.48,,
-114649,,,528.0,
-114600,,-1.6,,
-114549,,-1.02,,
-114525,273.63,,,
-114499,,-1.24,,
-114449,,-1.01,,
-114399,,-1.21,,
-114388,,,504.0,
-114350,,-0.81,,
-114297,,-1.55,,
-114239,,-3.03,,
-114186,,-1.73,,
-114134,,-1.42,,
-114123,,,495.0,
-114078,,-2.56,,
-114025,,-1.63,,
-113972,,-1.71,,
-113958,273.16,,,
-113917,,-2.61,,
-113865,,-1.42,,
-113863,,,501.0,
-113812,,-1.63,,
-113756,,-2.6,,
-113701,,-2.28,,
-113649,,-1.62,,
-113596,,-2.07,,
-113586,,,496.0,
-113541,,-2.23,,
-113496,276.96,,,
-113486,,-2.36,,
-113432,,-2.12,,
-113377,,-2.6,,
-113325,,-1.21,,
-113315,,,501.0,
-113272,,-2.18,,
-113218,,-1.92,,
-113165,,-2.16,,
-113113,,-0.96,,
-113060,,-2.45,,
-113052,,,472.0,
-113005,,-2.17,,
-112949,,-2.85,,
-112893,,-2.49,,
-112865,275.07,,,
-112841,,-1.84,,
-112790,,-1.63,,
-112779,,,474.0,
-112734,,-2.42,,
-112677,,-2.69,,
-112618,,-3.27,,
-112559,,-3.31,,
-112506,,,473.0,
-112502,,-3.09,,
-112447,,-2.02,,
-112391,,-2.55,,
-112333,,-3.08,,
-112300,267.9,,,
-112276,,-2.96,,
-112219,,-3.14,,
-112165,,-2.01,,
-112110,,-2.87,,
-112053,,-2.83,,
-111996,,-3.03,,
-111938,,-3.18,,
-111937,,,471.0,
-111882,,-2.82,,
-111825,,-3.06,,
-111765,,-3.26,,
-111728,260.58,,,
-111702,,-4.69,,
-111646,,,471.0,
-111642,,-3.42,,
-111581,,-3.73,,
-111516,,-4.62,,
-111452,,-4.35,,
-111392,,-3.53,,
-111384,,,451.0,
-111331,,-3.98,,
-111271,,-3.64,,
-111211,,-3.21,,
-111169,264.75,,,
-111146,,-5.08,,
-111083,,-4.1,,
-111021,,-4.09,,
-111003,,,467.0,
-110991,263.12,,,
-110957,,-4.49,,
-110892,,-4.64,,
-110827,,-4.77,,
-110764,,-4.36,,
-110703,,-3.82,,
-110686,256.79,,,
-110683,,,464.0,
-110642,,-4.02,,
-110576,,-5.07,,
-110514,,-4.15,,
-110449,,-4.6,,
-110380,,-5.63,,
-110361,,,455.0,
-110313,,-5.14,,
-110248,,-4.6,,
-110185,,-4.48,,
-110115,,-5.62,,
-110047,,-5.38,,
-110035,,,456.0,
-109981,,-4.83,,
-109926,257.93,,,
-109914,,-5.18,,
-109847,,-5.25,,
-109778,,-5.47,,
-109711,,-5.43,,
-109699,,,474.0,
-109647,,-4.44,,
-109581,,-5.19,,
-109514,,-5.41,,
-109449,,-4.69,,
-109380,,-5.77,,
-109359,,,473.0,
-109312,,-5.73,,
-109250,,-4.12,,
-109186,,-4.96,,
-109121,,-5.0,,
-109054,,-5.45,,
-109032,,,496.0,
-108990,,-4.93,,
-108926,,-4.8,,
-108861,,-5.29,,
-108797,,-4.78,,
-108731,,-5.41,,
-108720,,,492.0,
-108663,,-5.57,,
-108605,246.69,,,
-108597,,-5.26,,
-108532,,-5.27,,
-108468,,-5.12,,
-108406,,-4.47,,
-108380,,,505.0,
-108340,,-5.58,,
-108271,,-5.62,,
-108201,,-6.42,,
-108134,,-5.35,,
-108074,,-4.25,,
-108043,,,502.0,
-108007,,-5.67,,
-107935,,-6.62,,
-107889,244.13,,,
-107871,,-5.01,,
-107806,,-5.41,,
-107740,,-5.61,,
-107699,,,509.0,
-107673,,-5.58,,
-107607,,-5.62,,
-107539,,-5.81,,
-107466,,-7.04,,
-107398,,-5.39,,
-107361,,,495.0,
-107330,,-6.08,,
-107260,,-6.25,,
-107193,,-5.81,,
-107179,244.44,,,
-107121,,-6.31,,
-107043,,-7.74,,
-107012,,,508.0,
-106972,,-6.46,,
-106900,,-6.43,,
-106826,,-7.19,,
-106755,,-6.36,,
-106682,,-6.88,,
-106627,,,486.0,
-106610,,-6.53,,
-106537,,-6.97,,
-106466,,-6.36,,
-106451,236.43,,,
-106390,,-7.51,,
-106317,,-6.89,,
-106245,,-6.81,,
-106235,,,475.0,
-106174,,-6.52,,
-106105,,-6.38,,
-106035,,-6.46,,
-105967,,-6.39,,
-105898,,-6.23,,
-105868,,,464.0,
-105831,,-6.25,,
-105767,,-5.54,,
-105703,,-5.63,,
-105639,,-5.58,,
-105579,,-4.91,,
-105530,,,460.0,
-105517,,-5.52,,
-105456,,-5.03,,
-105392,,-5.83,,
-105333,,-4.87,,
-105272,,-5.06,,
-105211,,-5.32,,
-105207,,,445.0,
-105152,,-5.0,,
-105095,,-4.29,,
-105037,,-4.82,,
-105024,240.34,,,
-104983,,-4.03,,
-104926,,-4.63,,
-104899,,,483.0,
-104867,,-4.83,,
-104808,,-5.17,,
-104753,,-4.15,,
-104701,,-3.72,,
-104651,,-3.01,,
-104600,,-3.59,,
-104598,,,591.0,
-104549,,-3.33,,
-104496,,-3.94,,
-104444,,-3.68,,
-104418,244.83,,,
-104390,,-4.16,,
-104337,,-3.94,,
-104326,,,595.0,
-104306,241.4,,,
-104283,,-3.94,,
-104227,,-4.6,,
-104172,,-4.51,,
-104116,,-4.11,,
-104060,,-4.82,,
-104042,,,601.0,
-104039,257.58,,,
-104005,,-4.48,,
-103952,,-3.54,,
-103893,,-5.27,,
-103834,,-5.13,,
-103775,,-5.26,,
-103749,,,618.0,
-103716,,-5.16,,
-103658,,-4.9,,
-103601,,-4.75,,
-103557,248.78,,,
-103545,,-4.64,,
-103487,,-4.89,,
-103429,,-5.18,,
-103414,,,572.0,
-103371,,-4.79,,
-103313,,-4.87,,
-103253,,-5.6,,
-103193,,-5.49,,
-103135,,-4.85,,
-103084,,,596.0,
-103082,,-4.02,,
-103025,,-4.98,,
-103016,242.36,,,
-102967,,-5.15,,
-102911,,-4.64,,
-102854,,-4.88,,
-102797,,-4.9,,
-102774,,,602.0,
-102741,,-4.59,,
-102682,,-5.25,,
-102621,,-5.75,,
-102562,,-5.29,,
-102502,,-5.47,,
-102470,,,581.0,
-102442,,-5.48,,
-102381,238.88,,,
-102380,,-5.94,,
-102324,247.76162928794554,,,
-102320,,-5.64,,
-102262,,-4.57,,
-102200,,-6.16,,
-102154,,,573.0,
-102133,,-6.78,,
-102072,,-5.67,,
-102010,,-5.72,,
-101947,,-6.25,,
-101886,,-5.69,,
-101837,,,559.0,
-101819,,-6.89,,
-101755,,-5.83,,
-101686,,-7.29,,
-101620,,-6.45,,
-101552,,-6.98,,
-101508,,,515.0,
-101482,,-7.35,,
-101418,,-6.26,,
-101358,240.68407213384208,,,
-101351,,-6.74,,
-101284,,-6.97,,
-101225,,-5.29,,
-101207,,,498.0,
-101163,,-6.22,,
-101102,,-5.74,,
-101041,,-5.95,,
-100985,,-4.8,,
-100927,,-5.24,,
-100893,,,470.0,
-100868,,-5.54,,
-100814,237.07327561500702,,,
-100809,,-5.58,,
-100751,,-5.51,,
-100697,,-4.32,,
-100639,,-5.45,,
-100592,,,472.0,
-100584,,-4.77,,
-100529,,-4.87,,
-100473,,-5.13,,
-100417,,-4.84,,
-100361,,-4.74,,
-100302,,-6.18,,
-100295,,,509.0,
-100246,,-4.9,,
-100193,,-4.24,,
-100141,,-4.41,,
-100087,,-4.59,,
-100072,,,491.0,
-100032,,-5.02,,
-100021,240.0715355271941,,,
-99979,,-4.26,,
-99927,,-4.34,,
-99875,,-4.34,,
-99822,,-4.64,,
-99770,,-4.09,,
-99741,,,511.0,
-99717,,-4.69,,
-99663,,-4.47,,
-99610,,-4.84,,
-99559,,-3.88,,
-99508,,-4.51,,
-99481,,,542.0,
-99460,,-3.45,,
-99413,,-2.79,,
-99375,244.762424566832,,,
-99364,,-4.04,,
-99315,,-3.54,,
-99266,,-3.79,,
-99219,,,538.0,
-99214,,-4.37,,
-99162,,-4.24,,
-99108,,-4.9,,
-99052,,-5.16,,
-98997,,-4.92,,
-98949,,,547.0,
-98942,,-5.13,,
-98892,,-3.92,,
-98840,,-4.29,,
-98789,,-4.3,,
-98737,,-4.45,,
-98684,,-4.57,,
-98669,,,537.0,
-98629,,-5.0,,
-98593,247.872113110669,,,
-98578,,-4.02,,
-98526,,-4.67,,
-98476,,-3.79,,
-98423,,-4.76,,
-98379,,,547.0,
-98370,,-4.48,,
-98318,,-4.75,,
-98267,,-3.89,,
-98216,,-4.33,,
-98163,,-4.88,,
-98126,245.62557787811392,,,
-98112,,-4.07,,
-98074,,,530.0,
-98060,,-4.32,,
-98007,,-5.03,,
-97953,,-4.3,,
-97898,,-5.61,,
-97845,,-4.53,,
-97805,,,530.0,
-97792,,-4.58,,
-97742,,-4.17,,
-97691,,-4.2,,
-97635,,-5.21,,
-97585,,-4.2,,
-97542,,,525.0,
-97531,,-4.7,,
-97477,,-5.06,,
-97422,,-5.28,,
-97411,242.98971287919505,,,
-97367,,-4.71,,
-97312,,-5.16,,
-97273,,,526.0,
-97255,,-5.59,,
-97197,,-5.87,,
-97143,,-4.67,,
-97090,,-4.7,,
-97039,,-4.32,,
-96992,,,526.0,
-96982,,-5.66,,
-96929,,-4.47,,
-96875,,-5.3,,
-96822,,-4.54,,
-96767,,-5.15,,
-96716,,,524.0,
-96712,,-5.33,,
-96659,,-4.82,,
-96633,243.17988778616598,,,
-96609,,-3.68,,
-96559,,-4.64,,
-96509,,-3.73,,
-96458,,-4.59,,
-96443,,,512.0,
-96405,,-4.63,,
-96351,,-5.35,,
-96300,,-3.68,,
-96246,,-5.44,,
-96195,,,511.0,
-96195,,-4.16,,
-96145,,-4.46,,
-96095,,-3.82,,
-96043,,-4.78,,
-95989,,-5.03,,
-95977,239.85849997327506,,,
-95935,,-5.13,,
-95934,,,506.0,
-95882,,-4.8,,
-95832,,-4.2,,
-95785,,-3.41,,
-95732,,-4.86,,
-95679,,-4.73,,
-95672,,,505.0,
-95625,,-5.46,,
-95574,,-3.84,,
-95522,,-4.83,,
-95469,,-5.05,,
-95418,,-4.17,,
-95396,,,487.0,
-95368,,-4.37,,
-95320,242.35406601147713,,,
-95318,,-4.22,,
-95268,,-4.32,,
-95217,,-4.22,,
-95165,,-5.11,,
-95135,,,491.0,
-95114,,-3.56,,
-95061,,-5.71,,
-95008,,-4.7,,
-94956,,-4.72,,
-94905,,-4.24,,
-94876,,,501.0,
-94854,,-4.8,,
-94802,,-4.29,,
-94748,,-5.46,,
-94698,,-3.82,,
-94647,,-4.73,,
-94607,,,495.0,
-94593,,-5.15,,
-94535,,-5.84,,
-94524,245.7647295013877,,,
-94488,,-3.69,,
-94435,,-4.87,,
-94381,,-5.23,,
-94348,,,479.0,
-94329,,-4.6,,
-94281,,-3.73,,
-94231,,-4.32,,
-94180,,-4.8,,
-94129,,-4.14,,
-94073,,-5.86,,
-94071,,,486.0,
-94022,,-4.78,,
-93973,,-3.23,,
-93971,246.19646528867355,,,
-93921,,-5.3,,
-93868,,-4.96,,
-93817,,-4.22,,
-93809,,,464.0,
-93764,,-5.26,,
-93711,,-5.02,,
-93658,,-4.54,,
-93605,,-5.36,,
-93552,,-4.92,,
-93538,,,453.0,
-93498,,-4.98,,
-93444,,-5.33,,
-93391,,-5.03,,
-93338,,-4.94,,
-93286,,,435.0,
-93284,242.91411717720837,,,
-93283,,-5.38,,
-93231,,-4.82,,
-93182,,-4.11,,
-93133,,-4.14,,
-93083,,-4.42,,
-93036,,-3.63,,
-93013,,,442.0,
-92991,,-3.41,,
-92942,,-4.17,,
-92898,,-3.02,,
-92854,,-2.73,,
-92807,,-3.94,,
-92755,,-4.68,,
-92751,,,453.0,
-92698,,-6.12,,
-92644,,-5.05,,
-92618,242.40636016295775,,,
-92592,,-4.95,,
-92539,,-4.93,,
-92507,,,436.0,
-92490,,-4.24,,
-92435,,-5.41,,
-92385,,-4.6,,
-92336,,-3.99,,
-92281,,-5.61,,
-92248,,,454.0,
-92232,,-4.22,,
-92183,,-4.14,,
-92133,,-4.39,,
-92084,,-4.34,,
-92033,,-4.67,,
-91991,,,434.0,
-91981,,-4.85,,
-91929,,-4.78,,
-91879,,-4.44,,
-91873,238.20709532731436,,,
-91827,,-4.73,,
-91775,,-5.54,,
-91733,,,442.0,
-91726,,-3.53,,
-91675,,-4.88,,
-91622,,-5.05,,
-91567,,-5.92,,
-91514,,-4.78,,
-91481,,,436.0,
-91474,235.1600042216258,,,
-91464,,-4.47,,
-91414,,-4.57,,
-91365,,-4.23,,
-91314,,-4.38,,
-91260,,-5.59,,
-91206,,-5.16,,
-91153,,-5.32,,
-91101,,-4.6,,
-91045,,-6.05,,
-90990,,-5.37,,
-90942,,,439.0,
-90939,,-4.8,,
-90887,,-4.88,,
-90835,,-4.91,,
-90784,,-4.69,,
-90729,,-5.9,,
-90717,232.45568865935815,,,
-90679,,-4.21,,
-90662,,,442.0,
-90627,,-5.09,,
-90574,,-4.87,,
-90520,,-5.63,,
-90468,,-5.19,,
-90417,,-4.13,,
-90396,,,437.0,
-90365,,-5.27,,
-90310,,-5.63,,
-90253,,-5.85,,
-90198,,-5.76,,
-90144,,-5.33,,
-90113,,,437.0,
-90090,,-5.35,,
-90036,,-5.3,,
-89999,233.74184029367558,,,
-89985,,-4.9,,
-89930,,-5.61,,
-89875,,-5.68,,
-89847,,,447.0,
-89820,,-5.27,,
-89763,,-6.19,,
-89706,,-6.04,,
-89651,,-5.59,,
-89602,,,448.0,
-89600,,-4.95,,
-89549,,-4.22,,
-89495,231.12075636405777,,,
-89490,,-6.73,,
-89434,,-5.82,,
-89378,,-5.87,,
-89320,,-6.34,,
-89288,,,432.0,
-89263,,-5.76,,
-89205,,-6.6,,
-89151,,-5.16,,
-89096,,-5.71,,
-89041,,-5.67,,
-89012,,,437.0,
-88988,,-5.16,,
-88937,,-4.88,,
-88884,231.55865048827815,,,
-88883,,-5.64,,
-88826,,-5.92,,
-88768,,-6.21,,
-88744,,,461.0,
-88710,,-6.38,,
-88650,,-6.59,,
-88589,,-6.77,,
-88538,,-4.91,,
-88485,,-5.32,,
-88450,,,447.0,
-88429,,-5.86,,
-88374,,-6.37,,
-88367,229.73738145870655,,,
-88323,,-3.98,,
-88271,,-5.46,,
-88218,,-5.4,,
-88164,,-5.46,,
-88164,,,445.0,
-88111,,-5.39,,
-88061,,-5.01,,
-88013,,-3.89,,
-87963,,-4.7,,
-87910,,-5.52,,
-87858,,-5.22,,
-87806,,-5.17,,
-87755,,-4.76,,
-87746,228.87834564758057,,,
-87699,,-6.11,,
-87642,,-6.23,,
-87631,,,463.0,
-87589,,-5.25,,
-87538,,-5.05,,
-87488,,-4.84,,
-87436,,-5.12,,
-87386,,-4.89,,
-87372,,,476.0,
-87336,,-4.67,,
-87294,227.3783735355835,,,
-87280,,-6.16,,
-87224,,-6.09,,
-87168,,-5.64,,
-87111,,,494.0,
-87111,,-6.29,,
-87055,,-6.44,,
-87002,,-5.1,,
-86949,,-5.53,,
-86897,,-5.1,,
-86844,,-5.61,,
-86828,,,494.0,
-86791,,-5.26,,
-86751,223.98941409211108,,,
-86737,,-5.69,,
-86680,,-6.27,,
-86624,,-6.15,,
-86568,,-5.69,,
-86559,,,501.0,
-86509,,-7.01,,
-86451,,-6.42,,
-86395,,-5.81,,
-86335,,-6.88,,
-86279,,-5.94,,
-86251,,,508.0,
-86221,,-6.52,,
-86186,217.8009629500103,,,
-86164,,-6.59,,
-86108,,-5.75,,
-86054,,-5.8,,
-85998,,-6.04,,
-85951,,,502.0,
-85940,,-6.52,,
-85880,,-6.97,,
-85823,,-5.85,,
-85764,,-7.44,,
-85707,,-5.57,,
-85664,,,507.0,
-85649,,-6.84,,
-85631,223.62974404078184,,,
-85591,,-6.46,,
-85530,,-6.99,,
-85473,,-6.65,,
-85418,,-5.49,,
-85390,,,480.0,
-85359,,-6.57,,
-85296,,-7.53,,
-85232,,-7.6,,
-85170,,-7.17,,
-85113,,-6.61,,
-85077,221.05561058442584,,,
-85057,,-5.67,,
-85054,,,446.0,
-85001,,-6.53,,
-84948,,-5.32,,
-84894,,-6.07,,
-84840,,-5.79,,
-84785,,-6.09,,
-84776,,,448.0,
-84735,,-4.75,,
-84679,,-6.32,,
-84623,,-6.25,,
-84569,,-5.99,,
-84548,223.37741662402166,,,
-84522,,,429.0,
-84515,,-5.68,,
-84462,,-5.81,,
-84411,,-4.98,,
-84360,,-5.33,,
-84309,,-5.3,,
-84258,,,468.0,
-84258,,-5.23,,
-84206,,-5.86,,
-84157,,-4.39,,
-84108,,-5.02,,
-84060,,-4.77,,
-84011,,-4.57,,
-83996,,,425.0,
-83961,,-5.25,,
-83940,228.7630419503089,,,
-83910,,-5.27,,
-83859,,-5.33,,
-83816,,,429.0,
-83808,,-5.43,,
-83760,,-4.76,,
-83711,,-4.49,,
-83663,,-4.99,,
-83613,,-4.97,,
-83565,,-5.05,,
-83517,,-4.0,,
-83491,,,454.0,
-83469,,-5.23,,
-83421,,-4.64,,
-83417,234.68610329976863,,,
-83373,,-4.49,,
-83325,,-4.67,,
