,Unnamed: 0,year,CO2 (ppmv)
697,633,-19612,185.22605259203291
698,634,-19840,187.9571766507431
699,635,-19963,190.7825043804128
700,636,-20105,187.38113959770783
701,637,-20280,191.2705275530216
702,638,-20342,187.2242115241
703,639,-20397,187.0216472475
704,640,-20600,184.67921815
705,641,-20654,185.207494535
706,642,-20700,188.4866056205
707,643,-20799,190.0135889095
708,644,-20883,186.13368892427505
709,645,-21044,189.397339585125
710,646,-21063,190.53007546182505
711,647,-21157,190.08050149462505
712,648,-21235,188.6041093398
713,649,-21326,197.67188495835
714,650,-21408,193.532820435975
715,651,-21495,186.77935625475
716,652,-21650,187.985359152
717,653,-21923,183.12944747075
718,654,-22127,184.6823772
719,655,-22319,186.726894870075
720,656,-22693,180.565516782075
721,657,-23213,180.69369987575
722,658,-23401,182.66041686875
723,659,-23593,183.378918299
724,660,-23836,186.541161542
725,661,-24066,184.51815170625
726,662,-24304,184.5716823558
727,663,-24365,183.7673068405
728,664,-24510,186.0128248
729,665,-24587,185.5131813934
730,666,-24753,185.43660435787496
731,667,-24907,186.43114764435
732,668,-25004,188.0846282088
733,669,-25092,187.3935686286
734,670,-25134,186.271358966325
735,671,-25220,194.928153007
736,672,-25330,190.0614572262
737,673,-25491,191.953133708875
738,674,-25552,191.23379793375
739,675,-25599,191.5337587855875
740,676,-25636,191.95350057715
741,677,-25711,191.46001174245
742,678,-25737,192.712370759625
743,679,-25764,190.6078690615
744,680,-25768,189.304523923175
745,681,-25870,187.586392521325
746,682,-25916,190.5849616488
747,683,-25935,189.27849064935
748,684,-25977,188.98634898427505
749,685,-26023,189.286787345625
750,686,-26147,189.95757968037495
751,687,-26264,191.816137593
752,688,-26321,191.5941937651
753,689,-26419,192.63389865615
754,690,-26463,189.156744422
755,691,-26476,189.6458701976
756,692,-26627,193.1001041801
757,693,-26676,192.8154242622
758,694,-26774,193.80250764615
759,695,-26891,193.8897968002
760,696,-26952,192.68758991725
761,697,-26998,193.2594032754
762,698,-27058,192.8724796734
763,699,-27200,192.26433856792505
764,700,-27255,188.0966829643
765,701,-27299,192.39141674277
766,702,-27373,191.0119519104
767,703,-27416,189.82870639425
768,704,-27460,189.2132558424
769,705,-27659,189.24251845
770,706,-27731,189.77280474485
771,707,-27792,191.28441196185
772,708,-27887,190.9669244527
773,709,-28002,191.375496743275
774,710,-28049,191.5673410079
775,711,-28151,188.2467783878
776,712,-28231,188.475316491
777,713,-28327,186.5173876995
778,714,-28362,185.9886464213
779,715,-28450,184.2981804458
780,716,-28578,182.936081584225
781,717,-28762,187.1432812245
782,718,-28825,190.3322228457
783,719,-29155,187.999563507075
784,720,-29406,188.4753253155
785,721,-29574,189.946864958
786,722,-29842,193.71283854975
787,723,-29868,192.9276430365
788,724,-29983,192.507154839675
789,725,-30076,193.3257604058
790,726,-30129,193.90502757875
791,727,-30197,196.4166558834
792,728,-30200,196.9080549903
793,729,-30357,192.46518778166669
794,730,-30411,195.247244775875
795,731,-30484,194.110429478875
796,732,-30561,194.606829741
797,733,-30644,194.4295742917
798,734,-30727,195.08012700165003
799,735,-30764,195.93861278715
800,736,-30863,199.302319209275
801,737,-30930,196.70181603277496
802,738,-31059,196.32609642975
803,739,-31198,197.646004846875
804,740,-31467,196.89622890765
805,741,-31541,197.12526326695
806,742,-31605,197.79975641045
807,743,-31808,200.03106638475
808,744,-31891,195.627148340675
809,745,-31935,195.2662323655
810,746,-31957,194.46060405395
811,747,-31975,194.47027317217496
812,748,-32007,196.47191999325
813,749,-32041,195.41091567172495
814,750,-32114,195.93175875275
815,751,-32240,194.8874767012333
816,752,-32300,195.7913334535
817,753,-32362,196.266613322
818,754,-32384,196.201852015
819,755,-32606,199.6474818549
820,756,-32652,199.48892964
821,757,-32670,200.2924224414
822,758,-32697,198.89171239745
823,759,-32760,197.16130487225
824,760,-32875,202.795646976
825,761,-32916,203.0917776366
826,762,-33139,198.7828307793
827,763,-33215,203.60050857025
828,764,-33331,205.3761847385
829,765,-33387,204.46706210535
830,766,-33409,203.6185257355
831,767,-33433,201.35769286432503
832,768,-33495,200.29875552115
833,769,-33547,201.06305549865
834,770,-33558,202.041266727
835,771,-33580,201.88660042935
836,772,-33617,201.8276293501
837,773,-33722,201.81310262977505
838,774,-33751,200.5019756069
839,775,-33904,203.2886587452
840,776,-33998,198.799944457875
841,777,-34136,204.123014498
842,778,-34223,201.7797825328
843,779,-34311,200.09164615275
844,780,-34556,198.9617645275
845,781,-34641,205.10239260525
846,782,-34719,203.76951759
847,783,-34762,203.7543230524
848,784,-34870,202.76033458287495
849,785,-34989,203.514345808
850,786,-35073,206.3568576216
851,787,-35168,210.157174784
852,788,-35193,207.34584681975
853,789,-35346,208.25190909
854,790,-35352,209.65639176
855,791,-35388,206.586570978
856,792,-35481,212.5055286975
857,793,-35511,209.8366778265
858,794,-35668,214.2958990008333
859,795,-35697,212.135905967
860,796,-35827,212.09241359079
861,797,-35945,214.2064208262
862,798,-36050,211.213425214
863,799,-36138,214.3603925775
864,800,-36215,208.335059710425
865,801,-36242,206.5229252229
866,802,-36334,207.411157001
867,803,-36409,207.99977968
868,804,-36462,210.7947524055
869,805,-36522,207.2301825856
870,806,-36583,210.07869060075
871,807,-36623,208.23327262075
872,808,-36671,204.7919056404
873,809,-36720,204.455553872625
874,810,-36773,206.543994036
875,811,-36862,206.085787558
876,812,-36924,205.650989878
877,813,-37005,205.98808959113333
878,814,-37026,202.3448524395
879,815,-37103,204.2829889158
880,816,-37170,207.323585223
881,817,-37315,208.685091262475
882,818,-37353,209.495641888
883,819,-37369,209.326456305
884,820,-37389,207.868080375675
885,821,-37429,204.77737582488
886,822,-37452,191.53156337775
887,823,-37504,198.138503631
888,824,-37565,200.402973875925
889,825,-37671,195.70159247466665
890,826,-37759,196.6742707386
891,827,-37807,193.581354240625
892,828,-37934,193.873098888
893,829,-37950,197.55250733926664
894,830,-38092,192.5956555545
895,831,-38162,193.08131430805
896,832,-38195,193.690311850125
897,833,-38358,197.90454896091208
898,834,-38535,201.32268604261677
899,835,-38603,201.48445246633037
900,836,-38804,200.46615960740988
901,837,-38957,200.96619797440223
902,838,-39217,201.5320304267976
903,839,-39353,204.18539759772148
904,840,-39655,205.4900663672548
905,841,-39809,201.12434903906265
906,842,-39950,199.89056576724948
907,843,-40365,200.8960917386434
908,844,-40678,204.82674347655345
909,845,-40899,206.35415471090323
910,846,-41018,204.26047843855287
911,847,-41221,203.1620719019197
912,848,-41400,201.66462398159248
913,849,-41565,204.2219503591491
914,850,-41711,203.18091908152516
915,851,-41859,201.68967291161368
916,852,-42145,204.30591912829976
917,853,-42254,201.99679013111552
918,854,-42400,206.22156348649372
919,855,-42540,204.82615482707928
920,856,-42705,212.28537276723185
921,857,-42866,210.4383494018988
922,858,-43046,211.4870756888481
923,859,-43192,207.9533487146811
924,860,-43330,213.9182293789752
925,861,-43510,214.5013713408328
926,862,-43746,217.51186974587569
927,863,-43927,222.71746789063323
928,864,-44107,221.7721744693644
929,865,-44231,219.24687294689664
930,866,-44358,218.34888238109227
931,867,-44685,216.41663219437743
932,868,-44796,214.1828461994789
933,869,-44937,210.83763232817876
934,870,-45136,210.2720270577908
935,871,-45364,207.5966069009341
936,872,-45574,204.2599351400208
937,873,-45760,203.7878948817506
938,874,-45993,205.65965094423697
939,875,-46273,206.18208295015896
940,876,-46477,200.97514386943084
941,877,-47037,201.57862918592315
942,878,-47352,200.12004323663527
943,879,-47512,204.0580378539165
944,880,-47778,203.8713291389937
945,881,-48056,204.37676012041777
946,882,-48270,206.744026938688
